	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	Prediction
2968	5	BKT Controller(26)	M 5_6_times_2_3	1	JCommTable6.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	5	M  JCommTable6.R0C0	2	JCommTable6.R0C0	2	0.5306346922922082
2969	6	BKT Controller(26)	M 5_6_times_2_3	1	done	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	6	M  done	2	done	2	0.49464231551537696
2970	7	BKT Controller(26)	M 2_3_times_5_6	1	JCommTable6.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	7	M  JCommTable6.R1C0	3	JCommTable6.R1C0	3	0.6311658429558439
2971	8	BKT Controller(26)	M 2_3_times_5_6	1	JCommTable6.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	8	M  JCommTable6.R0C0	3	JCommTable6.R0C0	3	0.585042369232657
2972	9	BKT Controller(26)	M 2_3_times_5_6	1	done	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	9	M  done	3	done	3	0.6216895512247194
2973	10	BKT Controller(26)	M 4_5_times_3_10	1	JCommTable6.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	10	M  JCommTable6.R1C0	4	JCommTable6.R1C0	4	0.6952150539603187
2974	11	BKT Controller(26)	M 4_5_times_3_10	1	JCommTable6.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	11	M  JCommTable6.R0C0	4	JCommTable6.R0C0	4	0.6374522657309256
2975	12	BKT Controller(26)	M 4_5_times_3_10	1	done	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	12	M  done	4	done	4	0.73397466512901
2976	13	BKT Controller(26)	M 4_5_times_3_10	1	JCommTable6.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	13	M  JCommTable6.R1C0	5	JCommTable6.R1C0	5	0.7525032826586509
2977	14	BKT Controller(26)	M 4_5_times_3_10	1	JCommTable6.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	14	M  JCommTable6.R0C0	5	JCommTable6.R0C0	5	0.6867865527388018
2978	15	BKT Controller(26)	M 4_5_times_3_10	1	done	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	Single-KC	15	M  done	5	done	5	0.8224506999838307
2979	16	BKT Controller(26)	M 4_9_times_3_4	1	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	16	M  JCommTable6.R1C0	6	JCommTable6.R1C0	6	0.8020888644511253
2980	17	BKT Controller(26)	M 4_9_times_3_4	1	JCommTable6.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	17	M  JCommTable6.R0C0	6	JCommTable6.R0C0	6	0.7322276044630364
2981	18	BKT Controller(26)	M 4_9_times_3_4	1	done	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	18	M  done	6	done	6	0.8860685620726038
2982	19	BKT Controller(26)	M 5_6_times_1_7	1	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	19	M  JCommTable6.R1C0	7	JCommTable6.R1C0	7	0.8438021442419121
2983	20	BKT Controller(26)	M 5_6_times_1_7	1	JCommTable6.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	20	M  JCommTable6.R0C0	7	JCommTable6.R0C0	7	0.7732526526655701
2984	21	BKT Controller(26)	M 5_6_times_1_7	1	done	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	21	M  done	7	done	7	0.9288630716502475
2985	22	BKT Controller(26)	M 5_9_times_3_7	1	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	22	M  JCommTable6.R1C0	8	JCommTable6.R1C0	8	0.8780602107722277
2986	23	BKT Controller(26)	M 5_9_times_3_7	1	JCommTable6.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	23	M  JCommTable6.R0C0	8	JCommTable6.R0C0	8	0.8096264620847
2987	24	BKT Controller(26)	M 5_9_times_3_7	1	done	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	24	M  done	8	done	8	0.9563746784305827
2988	25	BKT Controller(26)	M 4_9_times_3_4	2	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	25	M  JCommTable6.R1C0	9	JCommTable6.R1C0	9	0.9056448196476993
2989	26	BKT Controller(26)	M 4_9_times_3_4	2	JCommTable6.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	26	M  JCommTable6.R0C0	9	JCommTable6.R0C0	9	0.8413624167375865
2990	27	BKT Controller(26)	M 4_9_times_3_4	2	done	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	27	M  done	9	done	9	0.9735493882232019
2991	28	BKT Controller(26)	M 5_3_times_2_5	1	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	28	M  JCommTable6.R1C0	10	JCommTable6.R1C0	10	0.9275045747724799
2992	29	BKT Controller(26)	M 5_3_times_2_5	1	JCommTable6.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	29	M  JCommTable6.R0C0	10	JCommTable6.R0C0	10	0.8686660739550274
2993	30	BKT Controller(26)	M 5_3_times_2_5	1	done	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	30	M  done	10	done	10	0.9840752290724247
2994	31	BKT Controller(26)	M 3_4_times_1_8	1	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	31	M  JCommTable6.R1C0	11	JCommTable6.R1C0	11	0.9446097091323016
2995	32	BKT Controller(26)	M 3_4_times_1_8	1	JCommTable6.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	32	M  JCommTable6.R0C0	11	JCommTable6.R0C0	11	0.891874327898829
2996	33	BKT Controller(26)	M 3_4_times_1_8	1	done	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	33	M  done	11	done	11	0.9904534571352298
2997	34	BKT Controller(26)	M 1_3_times_1_6	1	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	34	M  JCommTable6.R1C0	12	JCommTable6.R1C0	12	0.9578622820105637
2998	35	BKT Controller(26)	M 1_3_times_1_6	1	JCommTable6.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	35	M  JCommTable6.R0C0	12	JCommTable6.R0C0	12	0.9113997119353723
2999	36	BKT Controller(26)	M 1_3_times_1_6	1	done	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	Single-KC	36	M  done	12	done	12	0.9942918798217433
3000	37	BKT Controller(26)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13		1/1/1970 2:13	incorrect	1	0	0	Single-KC	37	AD JCommTable6.R1C0	1	JCommTable6.R1C0	13	0.0960502332456114
3001	38	BKT Controller(26)	AD 7_8_plus_1_3	1	done	1/1/1970 2:13	1/1/1970 2:13		1/1/1970 2:13	incorrect	1	0	0	Single-KC	38	AD done	1	done	13	0.27840945071615725
3002	39	BKT Controller(26)	AD 7_8_plus_1_3	1	JCommTable8.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:14	1/1/1970 2:14	hint	0	1	1	Single-KC	39	AD JCommTable8.R0C0	1	JCommTable8.R0C0	1	0.17201066177912724
3003	40	BKT Controller(26)	AD 7_8_plus_1_3	1	JCommTable4.R1C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	hint	0	1	1	Single-KC	40	AD JCommTable4.R1C0	1	JCommTable4.R1C0	1	0.23859537372608322
3004	41	BKT Controller(26)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 2:14	1/1/1970 2:14		1/1/1970 2:14	incorrect	1	0	0	Single-KC	41	AD JCommTable6.R0C0	1	JCommTable6.R0C0	13	0.0724820573115874
3005	42	BKT Controller(26)	AD 7_8_plus_1_3	1	JCommTable4.R0C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	hint	0	1	1	Single-KC	42	AD JCommTable4.R0C0	1	JCommTable4.R0C0	1	0.11243913315142368
3006	43	BKT Controller(26)	AD 7_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	hint	0	1	1	Single-KC	43	AD JCommTable5.R1C0	1	JCommTable5.R1C0	1	0.2936727337926425
3007	44	BKT Controller(26)	AD 7_8_plus_1_3	1	JCommTable5.R0C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	hint	0	1	1	Single-KC	44	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1	0.3258190338147312
3008	45	BKT Controller(26)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	hint	0	1	1	Single-KC	45	AD JCommTable6.R1C0	2	JCommTable6.R1C0	14	0.12502033540480229
3009	46	BKT Controller(26)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	incorrect	1	1	1	Single-KC	46	AD JCommTable6.R0C0	2	JCommTable6.R0C0	14	0.0938405625701335
3010	47	BKT Controller(26)	AD 7_8_plus_1_3	1	done	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	hint	0	1	1	Single-KC	47	AD done	2	done	14	0.6684963742749074
3011	48	BKT Controller(26)	AS 11_2_plus_3_2	1	JCommTable4.R0C0	1/1/1970 2:14	1/1/1970 2:14		1/1/1970 2:14	incorrect	1	0	0	Single-KC	48	AS JCommTable4.R0C0	1	JCommTable4.R0C0	2	4.315250542020717e-13
3012	49	BKT Controller(26)	AS 11_2_plus_3_2	1	JCommTable8.R0C0	1/1/1970 2:14	1/1/1970 2:14		1/1/1970 2:14	incorrect	1	0	0	Single-KC	49	AS JCommTable8.R0C0	1	JCommTable8.R0C0	2	7.480030341718313e-10
3013	50	BKT Controller(26)	AS 11_2_plus_3_2	1	JCommTable4.R1C0	1/1/1970 2:14	1/1/1970 2:14		1/1/1970 2:14	incorrect	1	0	0	Single-KC	50	AS JCommTable4.R1C0	1	JCommTable4.R1C0	2	7.961980076570484e-17
3014	51	BKT Controller(26)	AS 11_2_plus_3_2	1	JCommTable6.R1C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	hint	0	1	1	Single-KC	51	AS JCommTable6.R1C0	1	JCommTable6.R1C0	15	0.20320008301065834
3015	52	BKT Controller(26)	AS 11_2_plus_3_2	1	JCommTable6.R0C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	hint	0	1	1	Single-KC	52	AS JCommTable6.R0C0	1	JCommTable6.R0C0	15	0.1727701256690347
3016	53	BKT Controller(26)	AS 11_2_plus_3_2	1	done	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	correct	0	1	0	Single-KC	53	AS done	1	done	15	0.7018089317798041
3017	54	BKT Controller(26)	AS 11_2_plus_3_2	1	JCommTable6.R1C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	correct	0	1	0	Single-KC	54	AS JCommTable6.R1C0	2	JCommTable6.R1C0	16	0.3231946415520649
3018	55	BKT Controller(26)	AS 11_2_plus_3_2	1	JCommTable6.R0C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	correct	0	1	0	Single-KC	55	AS JCommTable6.R0C0	2	JCommTable6.R0C0	16	0.287222523229798
3019	56	BKT Controller(26)	AS 11_2_plus_3_2	1	done	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	correct	0	1	0	Single-KC	56	AS done	2	done	16	0.8883566259090482
3020	57	BKT Controller(26)	M 2_8_times_3_7	1	JCommTable6.R1C0	1/1/1970 2:14	1/1/1970 2:14		1/1/1970 2:14	incorrect	1	0	0	Single-KC	57	M  JCommTable6.R1C0	13	JCommTable6.R1C0	17	0.9680513127778281
3021	58	BKT Controller(26)	M 2_8_times_3_7	1	JCommTable6.R0C0	1/1/1970 2:14	1/1/1970 2:14		1/1/1970 2:14	incorrect	1	0	0	Single-KC	58	M  JCommTable6.R0C0	13	JCommTable6.R0C0	17	0.927685080186633
3022	59	BKT Controller(26)	M 2_8_times_3_7	1	JCommTable4.R1C0	1/1/1970 2:14	1/1/1970 2:14		1/1/1970 2:14	incorrect	1	0	0	Single-KC	59	M  JCommTable4.R1C0	1	JCommTable4.R1C0	3	1.492392520468738e-08
3023	60	BKT Controller(26)	M 2_8_times_3_7	1	JCommTable8.R0C0	1/1/1970 2:15	1/1/1970 2:15		1/1/1970 2:15	incorrect	1	0	0	Single-KC	60	M  JCommTable8.R0C0	1	JCommTable8.R0C0	3	3.0763146225737795e-10
3024	61	BKT Controller(26)	M 2_8_times_3_7	1	JCommTable6.R0C0	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	hint	0	1	1	Single-KC	61	M  JCommTable6.R0C0	14	JCommTable6.R0C0	18	0.9411702990705466
3025	62	BKT Controller(26)	M 2_8_times_3_7	1	done	1/1/1970 2:15	1/1/1970 2:15		1/1/1970 2:15	incorrect	1	0	0	Single-KC	62	M  done	13	done	17	0.9965922800642988
3026	63	BKT Controller(26)	M 2_8_times_3_7	1	JCommTable5.R1C0	1/1/1970 2:15	1/1/1970 2:15		1/1/1970 2:15	incorrect	1	0	0	Single-KC	63	M  JCommTable5.R1C0	1	JCommTable5.R1C0	2	4.578167693866918e-09
3027	64	BKT Controller(26)	M 2_8_times_3_7	1	JCommTable6.R1C0	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	hint	0	1	1	Single-KC	64	M  JCommTable6.R1C0	14	JCommTable6.R1C0	18	0.9758387500330975
3028	65	BKT Controller(26)	M 2_8_times_3_7	1	done	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	correct	0	1	0	Single-KC	65	M  done	14	done	18	0.9979675028908366
3029	66	BKT Controller(26)	M 3_10_times_4_5	1	JCommTable4.R1C0	1/1/1970 2:15	1/1/1970 2:15		1/1/1970 2:15	incorrect	1	0	0	Single-KC	66	M  JCommTable4.R1C0	2	JCommTable4.R1C0	4	1.492392520468738e-08
3030	67	BKT Controller(26)	M 3_10_times_4_5	1	JCommTable5.R1C0	1/1/1970 2:15	1/1/1970 2:15		1/1/1970 2:15	incorrect	1	0	0	Single-KC	67	M  JCommTable5.R1C0	2	JCommTable5.R1C0	3	4.578167693866918e-09
3031	68	BKT Controller(26)	M 3_10_times_4_5	1	JCommTable6.R0C0	1/1/1970 2:15	1/1/1970 2:15		1/1/1970 2:15	incorrect	1	0	0	Single-KC	68	M  JCommTable6.R0C0	15	JCommTable6.R0C0	19	0.9522701899013557
3032	69	BKT Controller(26)	M 3_10_times_4_5	1	JCommTable8.R0C0	1/1/1970 2:15	1/1/1970 2:15		1/1/1970 2:15	incorrect	1	0	0	Single-KC	69	M  JCommTable8.R0C0	2	JCommTable8.R0C0	4	3.0763146225737795e-10
3033	70	BKT Controller(26)	M 3_10_times_4_5	1	JCommTable6.R0C0	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	hint	0	1	1	Single-KC	70	M  JCommTable6.R0C0	16	JCommTable6.R0C0	20	0.9613617501868063
3034	71	BKT Controller(26)	M 3_10_times_4_5	1	JCommTable6.R1C0	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	correct	0	1	0	Single-KC	71	M  JCommTable6.R1C0	15	JCommTable6.R1C0	19	0.9817637708882697
3035	72	BKT Controller(26)	M 3_10_times_4_5	1	done	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	correct	0	1	0	Single-KC	72	M  done	15	done	19	0.9987884141465463
3036	73	BKT Controller(26)	M 3_4_times_4_9	1	JCommTable6.R1C0	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	correct	0	1	0	Single-KC	73	M  JCommTable6.R1C0	16	JCommTable6.R1C0	20	0.9862562731205405
3037	74	BKT Controller(26)	M 3_4_times_4_9	1	done	1/1/1970 2:15	1/1/1970 2:15		1/1/1970 2:15	incorrect	1	0	0	Single-KC	74	M  done	16	done	20	0.9992780050049157
3038	75	BKT Controller(26)	M 3_4_times_4_9	1	JCommTable6.R0C0	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	correct	0	1	0	Single-KC	75	M  JCommTable6.R0C0	17	JCommTable6.R0C0	21	0.9687783311134724
3039	76	BKT Controller(26)	M 3_4_times_4_9	1	done	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	correct	0	1	0	Single-KC	76	M  done	17	done	21	0.9995698418417527
3040	77	BKT Controller(26)	M 5_3_times_2_5	2	JCommTable6.R1C0	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	correct	0	1	0	Single-KC	77	M  JCommTable6.R1C0	17	JCommTable6.R1C0	21	0.9896537088976327
3041	78	BKT Controller(26)	M 5_3_times_2_5	2	JCommTable6.R0C0	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	correct	0	1	0	Single-KC	78	M  JCommTable6.R0C0	18	JCommTable6.R0C0	22	0.9748086093001885
3042	79	BKT Controller(26)	M 5_3_times_2_5	2	done	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	correct	0	1	0	Single-KC	79	M  done	18	done	22	0.9997437458683838
3043	80	BKT Controller(26)	AS 2_5_plus_4_5	1	JCommTable6.R1C0	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	incorrect	1	1	0	Single-KC	80	AS JCommTable6.R1C0	3	JCommTable6.R1C0	22	0.4720677421884643
3044	81	BKT Controller(26)	AS 2_5_plus_4_5	1	JCommTable6.R0C0	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	hint	0	1	1	Single-KC	81	AS JCommTable6.R0C0	3	JCommTable6.R0C0	23	0.4374042839676239
3045	82	BKT Controller(26)	AS 2_5_plus_4_5	1	done	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	1/1/1970 2:15	correct	0	1	0	Single-KC	82	AS done	3	done	23	0.964160271799268
3046	83	BKT Controller(26)	M 9_8_times_5_3	1	JCommTable6.R1C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	83	M  JCommTable6.R1C0	18	JCommTable6.R1C0	23	0.9922179286829564
3047	84	BKT Controller(26)	M 9_8_times_5_3	1	JCommTable6.R0C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	84	M  JCommTable6.R0C0	19	JCommTable6.R0C0	24	0.9796985827477167
3048	85	BKT Controller(26)	M 9_8_times_5_3	1	done	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	85	M  done	19	done	24	0.999847354838362
3049	86	BKT Controller(26)	M 3_10_times_4_5	2	JCommTable6.R1C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	86	M  JCommTable6.R1C0	19	JCommTable6.R1C0	24	0.9941503898557921
3050	87	BKT Controller(26)	M 3_10_times_4_5	2	JCommTable6.R0C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	87	M  JCommTable6.R0C0	20	JCommTable6.R0C0	25	0.9836552648241349
3051	88	BKT Controller(26)	M 3_10_times_4_5	2	done	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	88	M  done	20	done	25	0.9999090763183988
3052	89	BKT Controller(26)	M 1_3_times_1_6	2	JCommTable6.R1C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	89	M  JCommTable6.R1C0	20	JCommTable6.R1C0	25	0.9956051035266025
3053	90	BKT Controller(26)	M 1_3_times_1_6	2	JCommTable6.R0C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	90	M  JCommTable6.R0C0	21	JCommTable6.R0C0	26	0.9868511518472929
3054	91	BKT Controller(26)	M 1_3_times_1_6	2	done	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	91	M  done	21	done	26	0.9999458423087912
3055	92	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable6.R1C0	1/1/1970 2:16	1/1/1970 2:16		1/1/1970 2:16	incorrect	1	0	0	Single-KC	92	AD JCommTable6.R1C0	3	JCommTable6.R1C0	26	0.16117031799213993
3056	93	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable6.R0C0	1/1/1970 2:16	1/1/1970 2:16		1/1/1970 2:16	incorrect	1	0	0	Single-KC	93	AD JCommTable6.R0C0	3	JCommTable6.R0C0	27	0.1206739959976786
3057	94	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable8.R0C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	hint	0	1	1	Single-KC	94	AD JCommTable8.R0C0	2	JCommTable8.R0C0	5	0.457862872060722
3058	95	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable4.R1C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	95	AD JCommTable4.R1C0	2	JCommTable4.R1C0	5	0.38048894131030875
3059	96	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable5.R1C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	96	AD JCommTable5.R1C0	2	JCommTable5.R1C0	4	0.3849786609382235
3060	97	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable6.R1C0	1/1/1970 2:16	1/1/1970 2:16		1/1/1970 2:16	incorrect	1	0	0	Single-KC	97	AD JCommTable6.R1C0	4	JCommTable6.R1C0	27	0.20532032833136882
3061	98	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable4.R0C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	98	AD JCommTable4.R0C0	2	JCommTable4.R0C0	3	0.2445392515114777
3062	99	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable5.R0C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	99	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2	0.3859057271113922
3063	100	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable6.R0C0	1/1/1970 2:16	1/1/1970 2:16		1/1/1970 2:16	incorrect	1	0	0	Single-KC	100	AD JCommTable6.R0C0	4	JCommTable6.R0C0	28	0.15387740780550266
3064	101	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable6.R1C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	hint	0	1	1	Single-KC	101	AD JCommTable6.R1C0	5	JCommTable6.R1C0	28	0.25784690487046436
3065	102	BKT Controller(26)	AD 1_4_plus_4_5	1	JCommTable6.R0C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	incorrect	1	1	1	Single-KC	102	AD JCommTable6.R0C0	5	JCommTable6.R0C0	29	0.19419906340559934
3066	103	BKT Controller(26)	AD 1_4_plus_4_5	1	done	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	103	AD done	3	done	27	0.9133426638068073
3067	104	BKT Controller(26)	M 5_4_times_1_2	1	JCommTable6.R1C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	104	M  JCommTable6.R1C0	21	JCommTable6.R1C0	29	0.9966992520151229
3068	105	BKT Controller(26)	M 5_4_times_1_2	1	JCommTable6.R0C0	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	1/1/1970 2:16	correct	0	1	0	Single-KC	105	M  JCommTable6.R0C0	22	JCommTable6.R0C0	30	0.9894288624776844
3069	106	BKT Controller(26)	M 5_4_times_1_2	1	done	1/1/1970 2:17	1/1/1970 2:17	1/1/1970 2:17	1/1/1970 2:17	correct	0	1	0	Single-KC	106	M  done	22	done	28	0.999967742046328
3070	107	BKT Controller(26)	M 2_3_times_5_6	2	JCommTable6.R1C0	1/1/1970 2:17	1/1/1970 2:17	1/1/1970 2:17	1/1/1970 2:17	correct	0	1	0	Single-KC	107	M  JCommTable6.R1C0	22	JCommTable6.R1C0	30	0.9975216805944149
3071	108	BKT Controller(26)	M 2_3_times_5_6	2	JCommTable6.R0C0	1/1/1970 2:17	1/1/1970 2:17	1/1/1970 2:17	1/1/1970 2:17	correct	0	1	0	Single-KC	108	M  JCommTable6.R0C0	23	JCommTable6.R0C0	31	0.9915055864003774
